,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date
1177,Charles Oliveira,Nik Lentz,Lightweight,TKO (punches),2,2:11,29,34,26,8,30,9,70.00,68.00,74.00,68.00,41.00,39.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1178,Davi Ramos,Austin Hubbard,Lightweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,32,27,9,2,10,2,66.00,70.00,70.00,71.00,37.50,40.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1179,Aspen Ladd,Sijara Eubanks,Women's Bantamweight,"Decision (unanimous) (30–26, 29–27, 29–28)",3,5:00,24,33,7,0,4,2,66.00,64.00,66.00,67.00,38.50,37.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1180,Desmond Green,Charles Jourdain,Lightweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,29,23,22,8,9,1,71.00,69.00,73.00,69.00,40.00,39.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1181,Michel Pereira,Danny Roberts,Welterweight,KO (flying knee and punch),1,1:47,25,31,22,9,16,4,73.00,73.00,73.00,74.00,42.00,42.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1182,Grant Dawson,Michael Trizano,Featherweight,Submission (rear-naked choke),2,2:27,25,27,13,1,8,0,70.00,71.00,72.00,71.00,40.00,40.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1183,Ed Herman,Patrick Cummins,Light Heavyweight,TKO (knee and punches),1,3:39,38,38,23,14,10,6,74.00,74.00,77.00,75.50,42.00,43.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1184,Zak Cummings,Trevin Giles,Middleweight,Submission (guillotine choke),3,4:01,34,26,22,6,11,0,72.00,72.00,75.00,74.00,40.00,41.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1185,Julio Arce,Julian Erosa,Featherweight,KO (head kick),3,1:49,29,29,15,3,22,7,67.00,73.00,70.00,74.50,39.00,41.00,UFC Fight Night: dos Anjos vs. Lee,"May 18, 2019"
1186,Jéssica Andrade,Rose Namajunas (c),Women's Strawweight,KO (slam),2,2:58,27,-3,19,6,8,3,61.50,0,62.00,0,35.00,0,UFC 237,"May 11, 2019"
1187,Jared Cannonier,Anderson Silva,Middleweight,TKO (leg kicks),1,4:47,35,43,11,4,34,9,71.00,74.00,77.50,77.00,41.50,42.50,UFC 237,"May 11, 2019"
1188,Alexander Volkanovski,José Aldo,Featherweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,30,32,19,1,28,4,66.00,67.00,71.50,70.00,36.00,40.00,UFC 237,"May 11, 2019"
1189,Laureano Staropoli,Thiago Alves,Welterweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,26,35,8,1,23,13,73.00,69.00,71.50,70.00,40.50,37.50,UFC 237,"May 11, 2019"
1190,Irene Aldana,Bethe Correia,Catchweight (141 lb),Submission (armbar),3,3:24,30,35,9,4,10,3,69.00,65.00,68.50,64.00,38.50,36.50,UFC 237,"May 11, 2019"
1191,Ryan Spann,Antônio Rogério Nogueira,Light Heavyweight,KO (punches),1,2:07,27,42,15,5,23,8,77.00,74.00,79.00,75.00,45.50,43.00,UFC 237,"May 11, 2019"
1192,Warlley Alves,Sérgio Moraes,Welterweight,KO (punch),3,4:13,28,34,12,3,14,4,71.00,72.00,72.00,72.00,42.00,41.00,UFC 237,"May 11, 2019"
1193,Clay Guida,B.J. Penn,Lightweight,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00,37,-3,34,18,16,13,67.00,0,70.00,0,38.00,0,UFC 237,"May 11, 2019"
1194,Luana Carolina,Priscila Cachoeira,Women's Flyweight,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00,25,30,5,1,8,2,66.00,67.00,69.00,65.00,38.50,37.00,UFC 237,"May 11, 2019"
1195,Viviane Araújo,Talita Bernardo,Women's Bantamweight,KO (punch),3,0:48,32,32,6,1,6,3,64.00,64.00,68.00,68.00,36.50,40.00,UFC 237,"May 11, 2019"
1196,Donald Cerrone,Al Iaquinta,Lightweight,"Decision (unanimous) (49–45, 49–45, 49–46)",5,5:00,36,31,35,11,14,4,73.00,70.00,73.00,70.00,40.50,40.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1197,Derek Brunson,Elias Theodorou,Middleweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,35,30,18,7,16,2,73.00,73.00,77.00,75.50,43.00,40.50,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1198,Merab Dvalishvili,Brad Katona,Bantamweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,28,27,8,4,8,0,66.00,66.00,68.00,64.50,38.00,36.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1199,Walt Harris,Sergey Spivak,Heavyweight,TKO (knees and punches),1,0:50,35,-3,11,7,9,0,77.00,0,77.00,0,47.00,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1200,Andrew Sanchez,Marc-André Barriault,Middleweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,29,10,4,11,1,73.00,73.00,74.00,74.00,41.50,42.50,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1201,Macy Chiasson,Sarah Moras,Women's Bantamweight,TKO (punches),2,2:22,27,30,4,0,5,4,71.00,66.00,72.00,67.00,42.00,38.50,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1202,Vince Morales,Aiemann Zahabi,Bantamweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,28,31,8,3,7,1,67.00,68.00,70.00,68.50,36.00,38.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1203,Nordine Taleb,Kyle Prepolec,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,37,29,14,6,14,5,73.00,70.00,74.50,70.00,42.00,39.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1204,Matt Sayles,Kyle Nelson,Featherweight,Submission (arm-triangle choke),3,3:16,25,27,7,2,12,2,67.00,71.00,68.50,71.00,38.00,41.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1205,Arjan Bhullar,Juan Adams,Heavyweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,-3,27,8,1,5,0,0,77.00,0,80.00,0,42.50,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1206,Cole Smith,Mitch Gagnon,Bantamweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,29,34,6,0,12,4,71.00,65.00,67.00,65.50,41.00,36.00,UFC Fight Night: Iaquinta vs. Cowboy,"May 4, 2019"
1207,Jack Hermansson,Ronaldo Souza,Middleweight,"Decision (unanimous) (49–45, 48–47, 48–47)",5,5:00,30,39,19,4,26,6,73.00,73.00,77.50,72.00,46.50,41.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1208,Mike Perry,Alex Oliveira,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,27,31,12,4,20,6,70.00,71.00,71.00,76.50,39.00,43.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1209,Glover Teixeira,Ion Cuțelaba,Light Heavyweight,Submission (rear-naked choke),2,3:37,39,25,28,7,14,3,74.00,73.00,76.00,75.00,42.50,41.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1210,Cory Sandhagen,John Lineker,Bantamweight,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,26,28,10,1,31,8,71.00,63.00,70.00,67.00,40.00,36.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1211,Takashi Sato,Ben Saunders,Welterweight,TKO (elbows and punches),2,1:18,28,35,14,2,22,11,70.00,74.00,73.00,77.50,41.00,45.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1212,Augusto Sakai,Andrei Arlovski,Heavyweight,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,27,40,12,1,27,17,75.00,75.00,77.00,77.00,42.00,44.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1213,Carla Esparza,Virna Jandiroba,Women's Strawweight,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,31,30,13,6,14,0,61.00,63.00,63.00,64.00,35.00,37.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1214,Gilbert Burns,Mike Davis,Lightweight,Submission (rear-naked choke),2,4:15,32,26,14,3,7,1,70.00,72.00,71.00,72.50,40.00,41.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1215,Jim Miller,Jason Gonzalez,Lightweight,Submission (rear-naked choke),1,2:12,35,29,29,13,11,4,68.00,74.00,71.00,74.00,40.00,43.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1216,Angela Hill,Jodie Esquibel,Women's Strawweight,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,34,32,8,6,6,4,63.00,61.00,64.50,64.00,38.50,37.00,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1217,Dhiego Lima,Court McGee,Welterweight,"Decision (split) (30–27, 28–29, 29–28)",3,5:00,30,34,13,7,19,7,74.00,71.00,75.00,75.50,42.50,41.50,UFC Fight Night: Jacaré vs. Hermansson,"April 27, 2019"
1218,Alistair Overeem,Alexey Oleynik,Heavyweight,TKO (knees and punches),1,4:45,38,-3,44,17,57,11,76.00,0,80.00,0,44.50,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1219,Islam Makhachev,Arman Tsarukyan,Lightweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,27,22,16,1,13,1,70.00,67.00,70.50,72.50,40.50,39.50,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1220,Sergei Pavlovich,Marcelo Golm,Heavyweight,KO (punches),1,1:06,26,26,12,1,6,2,75.00,75.00,84.00,75.50,45.00,42.50,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1221,Krzysztof Jotko,Alen Amedovski,Middleweight,"Decision (unanimous) (30–25, 30–26, 30–26)",3,5:00,29,31,19,4,8,0,73.00,70.00,77.00,74.00,41.00,41.50,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1222,Movsar Evloev,Seung Woo Choi,Featherweight,"Decision (unanimous) (29–27, 29–27, 29–26)",3,5:00,25,-3,10,0,7,1,67.00,0,72.50,0,36.00,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1223,Sultan Aliev,Keita Nakamura,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,34,34,14,3,34,9,71.00,71.00,74.50,73.00,40.00,40.00,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1224,Alexander Yakovlev,Alex da Silva Coelho,Lightweight,Submission (guillotine choke),2,3:10,34,-3,24,9,20,1,75.00,0,74.00,0,42.50,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1225,Shamil Abdurakhimov,Marcin Tybura,Heavyweight,TKO (punches),2,3:15,37,33,19,4,17,4,75.00,75.00,76.00,78.00,41.50,46.00,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1226,Michał Oleksiejczuk,Gadzhimurad Antigulov,Light Heavyweight,KO (punches),1,0:44,-3,32,13,2,20,5,0,71.00,0,70.50,0,40.00,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019"
1227,Israel Adesanya,Kelvin Gastelum,Middleweight,"Decision (unanimous) (48–46, 48–46, 48–46)",5,5:00,29,27,16,0,15,3,76.00,69.00,80.00,71.50,44.50,39.50,UFC 236,"April 13, 2019"
1228,Khalil Rountree Jr.,Eryk Anders,Light Heavyweight,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00,29,32,7,3,11,3,73.00,73.00,76.50,75.00,44.00,43.50,UFC 236,"April 13, 2019"
1229,Dwight Grant,Alan Jouban,Welterweight,"Decision (split) (29–28, 27–30, 29–28)",3,5:00,34,37,9,2,16,6,73.00,72.00,76.00,73.50,44.00,41.00,UFC 236,"April 13, 2019"
1230,Nikita Krylov,Ovince Saint Preux,Light Heavyweight,Submission (rear-naked choke),2,2:30,27,36,25,6,23,12,75.00,75.00,77.50,80.00,44.50,45.00,UFC 236,"April 13, 2019"
1231,Matt Frevola,Jalin Turner,Lightweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,28,23,6,1,8,4,69.00,75.00,71.00,77.00,40.00,46.00,UFC 236,"April 13, 2019"
1232,Alexandre Pantoja,Wilson Reis,Flyweight,TKO (punches),1,2:58,28,34,20,3,23,9,65.00,64.00,67.00,65.00,36.50,36.50,UFC 236,"April 13, 2019"
1233,Max Griffin,Zelim Imadaev,Welterweight,"Decision (majority) (29–27, 29–27, 28–28)",3,5:00,33,-3,14,6,8,0,71.00,0,76.00,0,41.00,0,UFC 236,"April 13, 2019"
1234,Belal Muhammad,Curtis Millender,Welterweight,"Decision (unanimous) (29–27, 29–27, 30–26)",3,5:00,30,31,14,3,17,4,71.00,74.00,72.00,76.00,40.00,45.00,UFC 236,"April 13, 2019"
1235,Montel Jackson,Andre Soukhamthath,Bantamweight,"Decision (unanimous) (30–26, 30–27, 29–27)",3,5:00,26,30,7,1,13,6,70.00,69.00,75.50,70.00,41.00,37.50,UFC 236,"April 13, 2019"
1236,Poliana Botelho,Lauren Mueller,Women's Flyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,27,7,2,5,1,68.00,65.00,67.00,67.00,39.00,38.00,UFC 236,"April 13, 2019"
1237,Brandon Davis,Randy Costa,Bantamweight,Submission (rear-naked choke),2,1:12,28,24,9,6,4,0,70.00,69.00,72.00,73.00,39.00,39.00,UFC 236,"April 13, 2019"
1238,Justin Gaethje,Edson Barboza,Lightweight,KO (punch),1,2:30,30,33,19,2,20,6,71.00,71.00,70.00,75.00,40.00,41.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1239,Jack Hermansson,David Branch,Middleweight,Submission (guillotine choke),1,0:49,30,37,18,4,22,5,73.00,73.00,77.50,78.00,46.50,42.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1240,Josh Emmett,Michael Johnson,Featherweight,KO (punch),3,4:14,34,32,13,2,19,13,66.50,70.00,70.00,73.50,39.50,41.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1241,Michelle Waterson,Karolina Kowalkiewicz,Women's Strawweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,33,33,16,6,12,3,63.00,63.00,62.00,64.00,35.50,38.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1242,Paul Craig,Kennedy Nzechukwu,Light Heavyweight,Submission (triangle choke),3,4:20,31,26,10,3,6,0,75.50,77.00,76.00,83.00,43.00,47.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1243,Sodiq Yusuff,Sheymon Moraes,Featherweight,"Decision (unanimous) (29–27, 29–28, 29–28)",3,5:00,25,28,8,1,11,2,69.00,68.00,71.00,72.00,40.00,40.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1244,Marina Rodriguez,Jessica Aguilar,Women's Strawweight,"Decision (unanimous) (29–26, 29–27, 29–27)",3,5:00,31,36,10,0,20,7,66.00,63.00,65.00,63.00,38.50,35.50,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1245,Kevin Aguilar,Enrique Barzola,Featherweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,29,16,1,15,3,67.00,67.00,72.00,70.00,38.00,36.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1246,Kevin Holland,Gerald Meerschaert,Middleweight,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,26,31,14,4,29,10,75.00,73.00,81.00,77.50,40.00,40.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1247,Casey Kenney,Ray Borg,Catchweight (137.75 lb),"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,27,25,11,1,11,3,67.00,64.00,70.00,63.00,36.00,36.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1248,Maryna Moroz,Sabina Mazo,Women's Flyweight,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,27,22,8,3,6,0,67.00,67.00,67.00,70.00,37.00,40.50,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1249,Alex Perez,Mark De La Rosa,Bantamweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,26,24,21,5,11,1,66.00,66.00,65.50,65.00,38.00,38.00,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019"
1250,Anthony Pettis,Stephen Thompson,Welterweight,KO (punches),2,4:55,32,36,21,8,14,3,70.00,72.00,72.50,75.00,40.00,42.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1251,Curtis Blaydes,Justin Willis,Heavyweight,"Decision (unanimous) (30–27, 30–26, 30–25)",3,5:00,28,31,10,2,8,1,76.00,73.00,80.00,78.00,46.00,41.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1252,Jussier Formiga,Deiveson Figueiredo,Flyweight,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,33,31,22,5,15,0,65.00,65.00,67.00,68.00,37.00,38.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1253,Luis Peña,Steven Peterson,Catchweight (148.5 lb),"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,25,28,5,1,17,7,75.00,70.00,76.00,70.00,42.50,39.50,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1254,Maycee Barber,JJ Aldrich,Women's Flyweight,TKO (knee and punches),2,3:01,20,26,6,0,7,2,65.00,65.00,65.00,67.50,38.00,37.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1255,Bryce Mitchell,Bobby Moffett,Featherweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,24,28,10,0,13,3,70.00,70.00,70.00,73.00,40.00,40.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1256,Marlon Vera,Frankie Saenz,Bantamweight,TKO (punches),1,1:25,26,38,12,5,12,5,68.00,66.00,70.50,66.00,40.50,38.00,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1257,Jennifer Maia,Alexis Davis,Women's Flyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,34,15,5,19,8,64.00,66.00,64.00,68.00,38.00,37.50,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1258,Randa Markos,Angela Hill,Women's Strawweight,Submission (armbar),1,4:24,33,34,8,6,8,5,64.00,63.00,63.50,64.50,39.00,38.50,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1259,Jordan Espinosa,Eric Shelton,Flyweight,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,29,28,13,5,12,5,66.00,66.00,69.50,68.00,38.00,36.50,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019"
1260,Jorge Masvidal,Darren Till,Welterweight,KO (punches),2,3:05,34,26,32,13,17,1,71.00,72.00,74.00,74.50,39.50,42.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1261,Leon Edwards,Gunnar Nelson,Welterweight,"Decision (split) (29–27, 29–28, 28–29)",3,5:00,27,30,16,3,17,3,72.00,71.00,74.00,72.00,43.00,39.50,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1262,Dominick Reyes,Volkan Oezdemir,Light Heavyweight,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,29,29,10,0,15,3,76.00,74.00,77.00,75.00,43.50,40.50,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1263,Nathaniel Wood,José Quiñónez,Bantamweight,Submission (rear-naked choke),2,2:46,25,28,15,3,7,2,66.00,68.00,69.00,69.00,39.00,39.50,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1264,Cláudio Silva,Danny Roberts,Welterweight,Submission (armbar),3,2:37,36,31,12,1,16,3,71.00,73.00,71.00,74.00,42.00,42.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1265,Jack Marshman,John Phillips,Catchweight (188 lb),"Decision (split) (28–29, 29–28, 29–28)",3,5:00,29,33,22,8,21,8,72.00,71.00,73.00,75.00,39.00,42.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1266,Arnold Allen,Jordan Rinaldi,Featherweight,"Decision (unanimous) (30–26, 30–27, 29–28)",3,5:00,25,31,13,1,14,6,68.00,70.00,70.00,72.00,39.00,40.50,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1267,Marc Diakiese,Joseph Duffy,Lightweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,26,-3,12,3,16,3,70.00,0,73.00,0,39.00,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1268,Saparbek Safarov,Nicolae Negumereanu,Light Heavyweight,"Decision (unanimous) (29–26, 29–26, 29–27)",3,5:00,32,24,8,2,9,0,73.00,72.50,78.00,78.00,41.50,40.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1269,Dan Ige,Danny Henry,Featherweight,Submission (rear-naked choke),1,1:17,27,30,10,2,12,2,67.00,72.00,71.00,73.00,38.00,40.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1270,Molly McCann,Priscila Cachoeira,Women's Flyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,28,30,7,2,8,1,64.00,67.00,62.00,65.00,37.00,37.00,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1271,Mike Grundy,Nad Narimani,Featherweight,TKO (punches),2,4:42,32,31,11,1,12,2,67.00,68.00,72.00,70.00,38.00,40.50,UFC Fight Night: Till vs. Masvidal,"March 16, 2019"
1272,Junior dos Santos,Derrick Lewis,Heavyweight,TKO (punches),2,1:58,35,34,20,5,21,6,76.00,75.00,77.00,79.00,41.00,43.50,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1273,Elizeu Zaleski dos Santos,Curtis Millender,Welterweight,Submission (rear-naked choke),1,2:35,32,31,20,5,17,3,71.00,74.00,73.00,76.00,41.00,45.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1274,Niko Price,Tim Means,Welterweight,TKO (punches),1,4:50,29,35,12,2,28,10,72.00,74.00,76.00,75.00,42.50,43.50,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1275,Blagoy Ivanov,Ben Rothwell,Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,32,37,16,2,36,10,71.00,76.00,73.00,78.50,42.00,43.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1276,Beneil Dariush,Drew Dober,Lightweight,Submission (armbar),2,4:41,29,30,15,4,20,8,70.00,68.00,72.00,70.00,40.50,35.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1277,Omari Akhmedov,Tim Boetsch,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,31,38,17,4,21,12,72.00,72.00,73.00,74.00,40.50,42.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1278,Anthony Rocco Martin,Sérgio Moraes,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,29,34,15,4,14,3,72.00,72.00,73.50,72.00,41.00,41.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1279,Yana Kunitskaya,Marion Reneau,Women's Bantamweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,29,41,11,4,9,4,66.00,66.00,68.50,68.00,40.00,39.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1280,Grant Dawson,Julian Erosa,Featherweight,"Decision (unanimous) (30–26, 30–27, 29–27)",3,5:00,25,29,12,1,22,6,70.00,73.00,72.00,74.50,40.00,41.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1281,Maurice Greene,Jeff Hughes,Heavyweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,32,30,6,2,10,1,79.00,74.00,82.00,77.00,46.00,40.00,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1282,Matt Schnell,Louis Smolka,Bantamweight,Submission (triangle choke),1,3:18,29,27,12,4,15,5,68.00,69.00,70.00,68.50,38.00,37.50,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1283,Alex Morono,Zak Ottow,Welterweight,TKO (Submission to elbows),1,3:34,28,32,15,5,17,6,71.00,71.00,72.00,72.00,39.00,40.50,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1284,Alex White,Dan Moret,Lightweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,32,12,5,13,4,72.00,72.00,71.50,73.00,41.00,42.50,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019"
1285,Jon Jones (c),Anthony Smith,Light Heavyweight,"Decision (unanimous) (48–44, 48–44, 48–44)",5,5:00,-3,30,23,1,32,13,0,76.00,0,76.00,0,44.00,UFC 235,"March 2, 2019"
1286,Kamaru Usman,Tyron Woodley (c),Welterweight,"Decision (unanimous) (50–44, 50–44, 50–45)",5,5:00,32,-3,14,1,19,3,72.00,0,76.00,0,41.00,0,UFC 235,"March 2, 2019"
1287,Zhang Weili,Tecia Torres,Women's Strawweight,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,29,29,18,1,10,3,64.00,61.00,63.00,60.50,36.00,35.00,UFC 235,"March 2, 2019"
1288,Pedro Munhoz,Cody Garbrandt,Bantamweight,KO (punches),1,4:51,32,27,17,3,11,2,66.00,68.00,64.50,65.50,36.50,38.00,UFC 235,"March 2, 2019"
1289,Zabit Magomedsharipov,Jeremy Stephens,Featherweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,28,32,16,1,28,15,73.00,68.50,73.00,71.00,42.00,38.50,UFC 235,"March 2, 2019"
1290,Johnny Walker,Misha Cirkunov,Light Heavyweight,TKO (flying knee and punches),1,0:36,26,33,16,3,14,4,78.00,75.00,82.00,77.00,44.50,43.50,UFC 235,"March 2, 2019"
1291,Cody Stamann,Alejandro Pérez,Bantamweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,29,29,17,2,21,6,66.50,66.00,64.50,67.00,35.00,36.50,UFC 235,"March 2, 2019"
